LOCATION	INDICATOR	SUBJECT	MEASURE	FREQUENCY	TIME	Value	Flag Codes
AUS	LTINT	TOT	PC_PA	A	1970	6.646667	
AUS	LTINT	TOT	PC_PA	A	1971	6.713333	
AUS	LTINT	TOT	PC_PA	A	1972	5.831666	
AUS	LTINT	TOT	PC_PA	A	1973	6.933333	
AUS	LTINT	TOT	PC_PA	A	1974	9.036667	
AUS	LTINT	TOT	PC_PA	A	1975	9.741667	
AUS	LTINT	TOT	PC_PA	A	1976	10.03083	
AUS	LTINT	TOT	PC_PA	A	1977	10.22667	
AUS	LTINT	TOT	PC_PA	A	1978	9.06	
AUS	LTINT	TOT	PC_PA	A	1979	9.749166	
AUS	LTINT	TOT	PC_PA	A	1980	11.6475	
AUS	LTINT	TOT	PC_PA	A	1981	13.95833	
AUS	LTINT	TOT	PC_PA	A	1982	15.375	
AUS	LTINT	TOT	PC_PA	A	1983	13.8875	
AUS	LTINT	TOT	PC_PA	A	1984	13.525	
AUS	LTINT	TOT	PC_PA	A	1985	13.95417	
AUS	LTINT	TOT	PC_PA	A	1986	13.41667	
AUS	LTINT	TOT	PC_PA	A	1987	13.19167	
AUS	LTINT	TOT	PC_PA	A	1988	12.10417	
AUS	LTINT	TOT	PC_PA	A	1989	13.40833	
AUS	LTINT	TOT	PC_PA	A	1990	13.18	
AUS	LTINT	TOT	PC_PA	A	1991	10.69083	
AUS	LTINT	TOT	PC_PA	A	1992	9.22	
AUS	LTINT	TOT	PC_PA	A	1993	7.280833	
AUS	LTINT	TOT	PC_PA	A	1994	9.041667	
AUS	LTINT	TOT	PC_PA	A	1995	9.210896	
AUS	LTINT	TOT	PC_PA	A	1996	8.209207	
AUS	LTINT	TOT	PC_PA	A	1997	6.954918	
AUS	LTINT	TOT	PC_PA	A	1998	5.49297	
AUS	LTINT	TOT	PC_PA	A	1999	6.009312	
AUS	LTINT	TOT	PC_PA	A	2000	6.314569	
AUS	LTINT	TOT	PC_PA	A	2001	5.615264	
AUS	LTINT	TOT	PC_PA	A	2002	5.843958	
AUS	LTINT	TOT	PC_PA	A	2003	5.366776	
AUS	LTINT	TOT	PC_PA	A	2004	5.590775	
AUS	LTINT	TOT	PC_PA	A	2005	5.339973	
AUS	LTINT	TOT	PC_PA	A	2006	5.587872	
AUS	LTINT	TOT	PC_PA	A	2007	5.994521	
AUS	LTINT	TOT	PC_PA	A	2008	5.817944	
AUS	LTINT	TOT	PC_PA	A	2009	5.039512	
AUS	LTINT	TOT	PC_PA	A	2010	5.366042	
AUS	LTINT	TOT	PC_PA	A	2011	4.879583	
AUS	LTINT	TOT	PC_PA	A	2012	3.379167	
AUS	LTINT	TOT	PC_PA	A	2013	3.697292	
AUS	LTINT	TOT	PC_PA	A	2014	3.656667	
AUS	LTINT	TOT	PC_PA	A	2015	2.710833	
AUS	LTINT	TOT	PC_PA	A	2016	2.336667	
AUS	LTINT	TOT	PC_PA	A	2017	2.639167	
AUS	LTINT	TOT	PC_PA	A	2018	2.684167	
AUT	LTINT	TOT	PC_PA	A	1990	8.7275	
AUT	LTINT	TOT	PC_PA	A	1991	8.546667	
AUT	LTINT	TOT	PC_PA	A	1992	8.139167	
AUT	LTINT	TOT	PC_PA	A	1993	6.705	
AUT	LTINT	TOT	PC_PA	A	1994	7.025	
AUT	LTINT	TOT	PC_PA	A	1995	7.134167	
AUT	LTINT	TOT	PC_PA	A	1996	6.3225	
AUT	LTINT	TOT	PC_PA	A	1997	5.6825	
AUT	LTINT	TOT	PC_PA	A	1998	4.713333	
AUT	LTINT	TOT	PC_PA	A	1999	4.679167	
AUT	LTINT	TOT	PC_PA	A	2000	5.556667	
AUT	LTINT	TOT	PC_PA	A	2001	5.079167	
AUT	LTINT	TOT	PC_PA	A	2002	4.964167	
AUT	LTINT	TOT	PC_PA	A	2003	4.140833	
AUT	LTINT	TOT	PC_PA	A	2004	4.130833	
AUT	LTINT	TOT	PC_PA	A	2005	3.394167	
AUT	LTINT	TOT	PC_PA	A	2006	3.8	
AUT	LTINT	TOT	PC_PA	A	2007	4.2975	
AUT	LTINT	TOT	PC_PA	A	2008	4.358333	
AUT	LTINT	TOT	PC_PA	A	2009	3.936667	
AUT	LTINT	TOT	PC_PA	A	2010	3.225833	
AUT	LTINT	TOT	PC_PA	A	2011	3.319167	
AUT	LTINT	TOT	PC_PA	A	2012	2.3725	
AUT	LTINT	TOT	PC_PA	A	2013	2.01	
AUT	LTINT	TOT	PC_PA	A	2014	1.4875	
AUT	LTINT	TOT	PC_PA	A	2015	0.7463517	
AUT	LTINT	TOT	PC_PA	A	2016	0.3753925	
AUT	LTINT	TOT	PC_PA	A	2017	0.583265	
AUT	LTINT	TOT	PC_PA	A	2018	0.6861517	
BEL	LTINT	TOT	PC_PA	A	1970	7.804167	
BEL	LTINT	TOT	PC_PA	A	1971	7.321667	
BEL	LTINT	TOT	PC_PA	A	1972	7.044167	
BEL	LTINT	TOT	PC_PA	A	1973	7.494167	
BEL	LTINT	TOT	PC_PA	A	1974	8.768333	
BEL	LTINT	TOT	PC_PA	A	1975	8.515833	
BEL	LTINT	TOT	PC_PA	A	1976	9.088333	
BEL	LTINT	TOT	PC_PA	A	1977	8.7625	
BEL	LTINT	TOT	PC_PA	A	1978	8.9275	
BEL	LTINT	TOT	PC_PA	A	1979	9.693334	
BEL	LTINT	TOT	PC_PA	A	1980	11.9	
BEL	LTINT	TOT	PC_PA	A	1981	13.43667	
BEL	LTINT	TOT	PC_PA	A	1982	13.42833	
BEL	LTINT	TOT	PC_PA	A	1983	11.94083	
BEL	LTINT	TOT	PC_PA	A	1984	12.2425	
BEL	LTINT	TOT	PC_PA	A	1985	10.96833	
BEL	LTINT	TOT	PC_PA	A	1986	8.625834	
BEL	LTINT	TOT	PC_PA	A	1987	8.184167	
BEL	LTINT	TOT	PC_PA	A	1988	8.0075	
BEL	LTINT	TOT	PC_PA	A	1989	8.539166	
BEL	LTINT	TOT	PC_PA	A	1990	10.00667	
BEL	LTINT	TOT	PC_PA	A	1991	9.285833	
BEL	LTINT	TOT	PC_PA	A	1992	8.653334	
BEL	LTINT	TOT	PC_PA	A	1993	7.228333	
BEL	LTINT	TOT	PC_PA	A	1994	7.750834	
BEL	LTINT	TOT	PC_PA	A	1995	7.480834	
BEL	LTINT	TOT	PC_PA	A	1996	6.4925	
BEL	LTINT	TOT	PC_PA	A	1997	5.753334	
BEL	LTINT	TOT	PC_PA	A	1998	4.751667	
BEL	LTINT	TOT	PC_PA	A	1999	4.749166	
BEL	LTINT	TOT	PC_PA	A	2000	5.5925	
BEL	LTINT	TOT	PC_PA	A	2001	5.130833	
BEL	LTINT	TOT	PC_PA	A	2002	4.986667	
BEL	LTINT	TOT	PC_PA	A	2003	4.180833	
BEL	LTINT	TOT	PC_PA	A	2004	4.1525	
BEL	LTINT	TOT	PC_PA	A	2005	3.428333	
BEL	LTINT	TOT	PC_PA	A	2006	3.815	
BEL	LTINT	TOT	PC_PA	A	2007	4.328333	
BEL	LTINT	TOT	PC_PA	A	2008	4.4175	
BEL	LTINT	TOT	PC_PA	A	2009	3.901667	
BEL	LTINT	TOT	PC_PA	A	2010	3.4625	
BEL	LTINT	TOT	PC_PA	A	2011	4.233333	
BEL	LTINT	TOT	PC_PA	A	2012	3	
BEL	LTINT	TOT	PC_PA	A	2013	2.41	
BEL	LTINT	TOT	PC_PA	A	2014	1.713333	
BEL	LTINT	TOT	PC_PA	A	2015	0.84	
BEL	LTINT	TOT	PC_PA	A	2016	0.4758333	
BEL	LTINT	TOT	PC_PA	A	2017	0.7225	
BEL	LTINT	TOT	PC_PA	A	2018	0.795	
CAN	LTINT	TOT	PC_PA	A	1970	7.965833	
CAN	LTINT	TOT	PC_PA	A	1971	6.945	
CAN	LTINT	TOT	PC_PA	A	1972	7.225	
CAN	LTINT	TOT	PC_PA	A	1973	7.528333	
CAN	LTINT	TOT	PC_PA	A	1974	8.87	
CAN	LTINT	TOT	PC_PA	A	1975	8.993333	
CAN	LTINT	TOT	PC_PA	A	1976	9.229167	
CAN	LTINT	TOT	PC_PA	A	1977	8.693334	
CAN	LTINT	TOT	PC_PA	A	1978	9.235833	
CAN	LTINT	TOT	PC_PA	A	1979	10.17917	
CAN	LTINT	TOT	PC_PA	A	1980	12.33833	
CAN	LTINT	TOT	PC_PA	A	1981	14.98917	
CAN	LTINT	TOT	PC_PA	A	1982	14.43533	B
CAN	LTINT	TOT	PC_PA	A	1983	11.39858	
CAN	LTINT	TOT	PC_PA	A	1984	12.71004	
CAN	LTINT	TOT	PC_PA	A	1985	10.91183	
CAN	LTINT	TOT	PC_PA	A	1986	9.145541	
CAN	LTINT	TOT	PC_PA	A	1987	9.470708	
CAN	LTINT	TOT	PC_PA	A	1988	9.830916	
CAN	LTINT	TOT	PC_PA	A	1989	9.780541	
CAN	LTINT	TOT	PC_PA	A	1990	10.70813	
CAN	LTINT	TOT	PC_PA	A	1991	9.502042	
CAN	LTINT	TOT	PC_PA	A	1992	8.069834	
CAN	LTINT	TOT	PC_PA	A	1993	7.269917	
CAN	LTINT	TOT	PC_PA	A	1994	8.307959	
CAN	LTINT	TOT	PC_PA	A	1995	8.161792	
CAN	LTINT	TOT	PC_PA	A	1996	7.229915	
CAN	LTINT	TOT	PC_PA	A	1997	6.143073	
CAN	LTINT	TOT	PC_PA	A	1998	5.279053	
CAN	LTINT	TOT	PC_PA	A	1999	5.541102	
CAN	LTINT	TOT	PC_PA	A	2000	5.925412	
CAN	LTINT	TOT	PC_PA	A	2001	5.480272	
CAN	LTINT	TOT	PC_PA	A	2002	5.290907	
CAN	LTINT	TOT	PC_PA	A	2003	4.810544	
CAN	LTINT	TOT	PC_PA	A	2004	4.579607	
CAN	LTINT	TOT	PC_PA	A	2005	4.066929	
CAN	LTINT	TOT	PC_PA	A	2006	4.208753	
CAN	LTINT	TOT	PC_PA	A	2007	4.269767	
CAN	LTINT	TOT	PC_PA	A	2008	3.596149	
CAN	LTINT	TOT	PC_PA	A	2009	3.230619	
CAN	LTINT	TOT	PC_PA	A	2010	3.23514	
CAN	LTINT	TOT	PC_PA	A	2011	2.783036	
CAN	LTINT	TOT	PC_PA	A	2012	1.87341	
CAN	LTINT	TOT	PC_PA	A	2013	2.261959	
CAN	LTINT	TOT	PC_PA	A	2014	2.23083	
CAN	LTINT	TOT	PC_PA	A	2015	1.521695	
CAN	LTINT	TOT	PC_PA	A	2016	1.251758	
CAN	LTINT	TOT	PC_PA	A	2017	1.783652	
CAN	LTINT	TOT	PC_PA	A	2018	2.277912	
CHE	LTINT	TOT	PC_PA	A	1970	5.715833	
CHE	LTINT	TOT	PC_PA	A	1971	5.265833	
CHE	LTINT	TOT	PC_PA	A	1972	4.963333	
CHE	LTINT	TOT	PC_PA	A	1973	5.594167	
CHE	LTINT	TOT	PC_PA	A	1974	7.129167	
CHE	LTINT	TOT	PC_PA	A	1975	6.435833	
CHE	LTINT	TOT	PC_PA	A	1976	4.9825	
CHE	LTINT	TOT	PC_PA	A	1977	4.045	
CHE	LTINT	TOT	PC_PA	A	1978	3.326667	
CHE	LTINT	TOT	PC_PA	A	1979	3.4525	
CHE	LTINT	TOT	PC_PA	A	1980	4.7625	
CHE	LTINT	TOT	PC_PA	A	1981	5.57	
CHE	LTINT	TOT	PC_PA	A	1982	4.598333	
CHE	LTINT	TOT	PC_PA	A	1983	4.174167	
CHE	LTINT	TOT	PC_PA	A	1984	4.552917	
CHE	LTINT	TOT	PC_PA	A	1985	4.700083	
CHE	LTINT	TOT	PC_PA	A	1986	4.229917	
CHE	LTINT	TOT	PC_PA	A	1987	4.03275	
CHE	LTINT	TOT	PC_PA	A	1988	4.01975	
CHE	LTINT	TOT	PC_PA	A	1989	5.197333	
CHE	LTINT	TOT	PC_PA	A	1990	6.449417	
CHE	LTINT	TOT	PC_PA	A	1991	6.239657	
CHE	LTINT	TOT	PC_PA	A	1992	6.398413	
CHE	LTINT	TOT	PC_PA	A	1993	4.552369	
CHE	LTINT	TOT	PC_PA	A	1994	4.958611	
CHE	LTINT	TOT	PC_PA	A	1995	4.521454	
CHE	LTINT	TOT	PC_PA	A	1996	3.998025	
CHE	LTINT	TOT	PC_PA	A	1997	3.356441	B
CHE	LTINT	TOT	PC_PA	A	1998	3.044583	
CHE	LTINT	TOT	PC_PA	A	1999	3.039333	
CHE	LTINT	TOT	PC_PA	A	2000	3.925083	
CHE	LTINT	TOT	PC_PA	A	2001	3.38175	
CHE	LTINT	TOT	PC_PA	A	2002	3.198917	
CHE	LTINT	TOT	PC_PA	A	2003	2.65875	
CHE	LTINT	TOT	PC_PA	A	2004	2.740167	
CHE	LTINT	TOT	PC_PA	A	2005	2.0955	
CHE	LTINT	TOT	PC_PA	A	2006	2.517083	
CHE	LTINT	TOT	PC_PA	A	2007	2.92675	
CHE	LTINT	TOT	PC_PA	A	2008	2.896833	
CHE	LTINT	TOT	PC_PA	A	2009	2.202667	
CHE	LTINT	TOT	PC_PA	A	2010	1.631667	
CHE	LTINT	TOT	PC_PA	A	2011	1.471667	
CHE	LTINT	TOT	PC_PA	A	2012	0.6466666	
CHE	LTINT	TOT	PC_PA	A	2013	0.9491667	
CHE	LTINT	TOT	PC_PA	A	2014	0.6925	
CHE	LTINT	TOT	PC_PA	A	2015	-0.06916667	
CHE	LTINT	TOT	PC_PA	A	2016	-0.362	
CHE	LTINT	TOT	PC_PA	A	2017	-0.07208333	
CHE	LTINT	TOT	PC_PA	A	2018	0.03316667	
CHL	LTINT	TOT	PC_PA	A	2005	6.049167	
CHL	LTINT	TOT	PC_PA	A	2006	6.16	
CHL	LTINT	TOT	PC_PA	A	2007	6.0875	
CHL	LTINT	TOT	PC_PA	A	2008	7.10119	
CHL	LTINT	TOT	PC_PA	A	2009	5.665295	
CHL	LTINT	TOT	PC_PA	A	2010	6.252874	
CHL	LTINT	TOT	PC_PA	A	2011	5.969645	
CHL	LTINT	TOT	PC_PA	A	2012	5.42557	
CHL	LTINT	TOT	PC_PA	A	2013	5.308737	
CHL	LTINT	TOT	PC_PA	A	2014	4.736615	
CHL	LTINT	TOT	PC_PA	A	2015	4.480221	
CHL	LTINT	TOT	PC_PA	A	2016	4.405277	
CHL	LTINT	TOT	PC_PA	A	2017	4.244958	
CHL	LTINT	TOT	PC_PA	A	2018	4.498027	
DEU	LTINT	TOT	PC_PA	A	1970	8.316667	
DEU	LTINT	TOT	PC_PA	A	1971	7.991667	
DEU	LTINT	TOT	PC_PA	A	1972	7.875	
DEU	LTINT	TOT	PC_PA	A	1973	9.308333	
DEU	LTINT	TOT	PC_PA	A	1974	10.44167	
DEU	LTINT	TOT	PC_PA	A	1975	8.675	
DEU	LTINT	TOT	PC_PA	A	1976	8.033334	
DEU	LTINT	TOT	PC_PA	A	1977	6.533333	
DEU	LTINT	TOT	PC_PA	A	1978	6.133333	
DEU	LTINT	TOT	PC_PA	A	1979	7.566667	
DEU	LTINT	TOT	PC_PA	A	1980	8.425	
DEU	LTINT	TOT	PC_PA	A	1981	10.13333	
DEU	LTINT	TOT	PC_PA	A	1982	8.908334	
DEU	LTINT	TOT	PC_PA	A	1983	8.083333	
DEU	LTINT	TOT	PC_PA	A	1984	7.958333	
DEU	LTINT	TOT	PC_PA	A	1985	7.041667	
DEU	LTINT	TOT	PC_PA	A	1986	6.158333	
DEU	LTINT	TOT	PC_PA	A	1987	6.25	
DEU	LTINT	TOT	PC_PA	A	1988	6.491667	
DEU	LTINT	TOT	PC_PA	A	1989	7.025	
DEU	LTINT	TOT	PC_PA	A	1990	8.704166	
DEU	LTINT	TOT	PC_PA	A	1991	8.458333	
DEU	LTINT	TOT	PC_PA	A	1992	7.8475	
DEU	LTINT	TOT	PC_PA	A	1993	6.510833	
DEU	LTINT	TOT	PC_PA	A	1994	6.866667	
DEU	LTINT	TOT	PC_PA	A	1995	6.85	
DEU	LTINT	TOT	PC_PA	A	1996	6.215833	
DEU	LTINT	TOT	PC_PA	A	1997	5.640833	
DEU	LTINT	TOT	PC_PA	A	1998	4.571667	
DEU	LTINT	TOT	PC_PA	A	1999	4.490833	
DEU	LTINT	TOT	PC_PA	A	2000	5.263333	
DEU	LTINT	TOT	PC_PA	A	2001	4.7975	
DEU	LTINT	TOT	PC_PA	A	2002	4.7825	
DEU	LTINT	TOT	PC_PA	A	2003	4.070833	
DEU	LTINT	TOT	PC_PA	A	2004	4.036667	
DEU	LTINT	TOT	PC_PA	A	2005	3.353333	
DEU	LTINT	TOT	PC_PA	A	2006	3.7625	
DEU	LTINT	TOT	PC_PA	A	2007	4.216667	
DEU	LTINT	TOT	PC_PA	A	2008	3.984167	
DEU	LTINT	TOT	PC_PA	A	2009	3.2225	
DEU	LTINT	TOT	PC_PA	A	2010	2.743333	
DEU	LTINT	TOT	PC_PA	A	2011	2.608333	
DEU	LTINT	TOT	PC_PA	A	2012	1.495	
DEU	LTINT	TOT	PC_PA	A	2013	1.57	
DEU	LTINT	TOT	PC_PA	A	2014	1.163333	
DEU	LTINT	TOT	PC_PA	A	2015	0.4958333	
DEU	LTINT	TOT	PC_PA	A	2016	0.09	
DEU	LTINT	TOT	PC_PA	A	2017	0.3175	
DEU	LTINT	TOT	PC_PA	A	2018	0.3966667	
DNK	LTINT	TOT	PC_PA	A	1987	11.28435	
DNK	LTINT	TOT	PC_PA	A	1988	9.883703	
DNK	LTINT	TOT	PC_PA	A	1989	9.706354	
DNK	LTINT	TOT	PC_PA	A	1990	10.62874	
DNK	LTINT	TOT	PC_PA	A	1991	9.262481	
